case_id,variant_id,variant_type,case_type,corpus_document_count,corpus_sha256,embedding_model,corpus_builder,generated_from_commit,reference_threshold,reference_threshold_source,reference_threshold_mode,experiment_scope_sha256,original_query,variant_query,top1_score,top1_doc_id,top1_slot,top1_entity,top5_doc_ids,top5_slots,top5_entities,expected_hit_at_5,above_reference_threshold,top1_changed_from_original,score_delta_from_original
positive_demo2_region_type_boundary,positive_demo2_region_type_boundary::01_original,original,positive_supported,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What is the boundary of region_type in Demo 2?,What is the boundary of region_type in Demo 2?,0.638906,retail_ops/data/demo2_source_notes.md:chunk:23,,,retail_ops/data/demo2_source_notes.md:chunk:23 | retail_ops/data/DATA_DICTIONARY.md:chunk:32 | retail_ops/data/DATA_DICTIONARY.md:chunk:33 | retail_ops/data/DATA_DICTIONARY.md:chunk:92 | retail_ops/data/DATA_DICTIONARY.md:chunk:482, |  |  |  | , |  |  |  | ,True,True,False,0.0
hard_negative_top_sku_category_share,hard_negative_top_sku_category_share::05_keyword_order_changed,keyword_order_changed,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Does top3_sku_transaction_amount_share_pct prove the full category sales structure?,full category sales structure? Does top3_sku_transaction_amount_share_pct prove the,0.703621,retail_ops/data/DATA_DICTIONARY.md:chunk:333,,,retail_ops/data/DATA_DICTIONARY.md:chunk:333 | retail_ops/data/DATA_DICTIONARY.md:L264 | retail_ops/data/DATA_DICTIONARY.md:chunk:329 | generated_demo2_retail_memory_facts.json:8 | retail_ops/data/DATA_DICTIONARY.md:chunk:424, | top3_sku_amount_concentration |  | top3_sku_product_mix_note | , |  |  | store_C | ,True,True,False,0.021582
hard_negative_direct_promotion_transfer,hard_negative_direct_promotion_transfer::01_original,original,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Can Store B's promotion strategy be copied directly to Store C?,Can Store B's promotion strategy be copied directly to Store C?,0.511912,generated_demo2_retail_memory_facts.json:9,single_metric_attribution_guard,store_C,generated_demo2_retail_memory_facts.json:9 | generated_demo2_retail_memory_facts.json:4 | retail_ops/data/demo2_source_notes.md:chunk:8 | generated_retail_memory_facts.json:1 | retail_ops/data/DATA_DICTIONARY.md:chunk:135,single_metric_attribution_guard | single_metric_attribution_guard |  | activity_lever_profile | ,store_C | store_B |  | store_A | ,False,False,False,0.0
hard_negative_direct_promotion_transfer,hard_negative_direct_promotion_transfer::02_paraphrased,paraphrased,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Can Store B's promotion strategy be copied directly to Store C?,Can merchant store B's activity strategy be copied directly to merchant store C?,0.565924,generated_demo2_retail_memory_facts.json:4,single_metric_attribution_guard,store_B,generated_demo2_retail_memory_facts.json:4 | generated_demo2_retail_memory_facts.json:9 | generated_demo2_retail_memory_facts.json:1 | generated_demo2_retail_memory_facts.json:6 | generated_demo2_retail_memory_facts.json:24,single_metric_attribution_guard | single_metric_attribution_guard | activity_lever_profile | activity_lever_profile | single_metric_attribution_guard,store_B | store_C | store_B | store_C | store_F,True,False,True,0.054012
hard_negative_direct_promotion_transfer,hard_negative_direct_promotion_transfer::03_typo_punctuation_noise,typo_punctuation_noise,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Can Store B's promotion strategy be copied directly to Store C?,Can Store B's promotion strategy be coiped directly to Store C? ??,0.514042,generated_demo2_retail_memory_facts.json:9,single_metric_attribution_guard,store_C,generated_demo2_retail_memory_facts.json:9 | generated_demo2_retail_memory_facts.json:4 | retail_ops/data/demo2_source_notes.md:chunk:8 | generated_retail_memory_facts.json:1 | retail_ops/data/DATA_DICTIONARY.md:chunk:378,single_metric_attribution_guard | single_metric_attribution_guard |  | activity_lever_profile | ,store_C | store_B |  | store_A | ,False,False,False,0.00213
hard_negative_direct_promotion_transfer,hard_negative_direct_promotion_transfer::04_keyword_order_changed,keyword_order_changed,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Can Store B's promotion strategy be copied directly to Store C?,be copied directly to Store C? Can Store B's promotion strategy,0.523526,retail_ops/data/demo2_source_notes.md:chunk:8,,,retail_ops/data/demo2_source_notes.md:chunk:8 | generated_demo2_retail_memory_facts.json:4 | retail_ops/data/DATA_DICTIONARY.md:chunk:397 | retail_ops/data/DATA_DICTIONARY.md:chunk:135 | generated_demo2_retail_memory_facts.json:9, | single_metric_attribution_guard |  |  | single_metric_attribution_guard, | store_B |  |  | store_C,False,False,True,0.011614
hard_negative_best_store_ranking,hard_negative_best_store_ranking::01_original,original,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which Demo 2 store is the best overall?,Which Demo 2 store is the best overall?,0.539648,retail_ops/data/DATA_DICTIONARY.md:chunk:395,,,retail_ops/data/DATA_DICTIONARY.md:chunk:395 | retail_ops/data/DATA_DICTIONARY.md:chunk:82 | retail_ops/data/demo2_source_notes.md:chunk:2 | retail_ops/data/demo2_source_notes.md:chunk:23 | retail_ops/data/DATA_DICTIONARY.md:chunk:12, |  |  |  | , |  |  |  | ,False,False,False,0.0
hard_negative_best_store_ranking,hard_negative_best_store_ranking::02_shortened,shortened,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which Demo 2 store is the best overall?,Which Demo 2 store is best overall?,0.546511,retail_ops/data/DATA_DICTIONARY.md:chunk:395,,,retail_ops/data/DATA_DICTIONARY.md:chunk:395 | retail_ops/data/DATA_DICTIONARY.md:chunk:82 | retail_ops/data/demo2_source_notes.md:chunk:2 | retail_ops/data/demo2_source_notes.md:chunk:23 | retail_ops/data/DATA_DICTIONARY.md:chunk:12, |  |  |  | , |  |  |  | ,False,False,False,0.006863
hard_negative_best_store_ranking,hard_negative_best_store_ranking::03_paraphrased,paraphrased,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which Demo 2 store is the best overall?,what Demo 2 merchant store is the best overall?,0.553789,retail_ops/data/demo2_source_notes.md:chunk:2,,,retail_ops/data/demo2_source_notes.md:chunk:2 | retail_ops/data/DATA_DICTIONARY.md:chunk:82 | retail_ops/data/DATA_DICTIONARY.md:chunk:395 | retail_ops/data/demo2_source_notes.md:chunk:23 | retail_ops/data/DATA_DICTIONARY.md:chunk:12, |  |  |  | , |  |  |  | ,False,False,True,0.014141
hard_negative_best_store_ranking,hard_negative_best_store_ranking::04_typo_punctuation_noise,typo_punctuation_noise,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which Demo 2 store is the best overall?,Whcih Demo 2 store is the best overall? ??,0.547901,retail_ops/data/DATA_DICTIONARY.md:chunk:82,,,retail_ops/data/DATA_DICTIONARY.md:chunk:82 | retail_ops/data/DATA_DICTIONARY.md:chunk:395 | retail_ops/data/demo2_source_notes.md:chunk:2 | retail_ops/data/demo2_source_notes.md:chunk:23 | retail_ops/data/DATA_DICTIONARY.md:chunk:12, |  |  |  | , |  |  |  | ,False,False,True,0.008253
hard_negative_best_store_ranking,hard_negative_best_store_ranking::05_keyword_order_changed,keyword_order_changed,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Which Demo 2 store is the best overall?,is the best overall? Which Demo 2 store,0.553044,retail_ops/data/DATA_DICTIONARY.md:chunk:395,,,retail_ops/data/DATA_DICTIONARY.md:chunk:395 | retail_ops/data/demo2_source_notes.md:chunk:2 | retail_ops/data/DATA_DICTIONARY.md:chunk:82 | retail_ops/data/demo2_source_notes.md:chunk:23 | retail_ops/data/DATA_DICTIONARY.md:chunk:482, |  |  |  | , |  |  |  | ,False,False,False,0.013396
hard_negative_search_entry_proves_performance,hard_negative_search_entry_proves_performance::01_original,original,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Does a higher search_entry_rate_pct prove better overall store performance?,Does a higher search_entry_rate_pct prove better overall store performance?,0.663157,retail_ops/data/DATA_DICTIONARY.md:chunk:346,,,retail_ops/data/DATA_DICTIONARY.md:chunk:346 | retail_ops/data/DATA_DICTIONARY.md:chunk:378 | retail_ops/data/DATA_DICTIONARY.md:chunk:377 | retail_ops/data/DATA_DICTIONARY.md:chunk:180 | generated_demo2_retail_memory_facts.json:20, |  |  |  | visibility_entry_profile, |  |  |  | store_F,True,True,False,0.0
hard_negative_search_entry_proves_performance,hard_negative_search_entry_proves_performance::02_shortened,shortened,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Does a higher search_entry_rate_pct prove better overall store performance?,Does higher search_entry_rate_pct prove better overall store performance?,0.663602,retail_ops/data/DATA_DICTIONARY.md:chunk:346,,,retail_ops/data/DATA_DICTIONARY.md:chunk:346 | retail_ops/data/DATA_DICTIONARY.md:chunk:378 | retail_ops/data/DATA_DICTIONARY.md:chunk:377 | retail_ops/data/DATA_DICTIONARY.md:chunk:180 | generated_demo2_retail_memory_facts.json:20, |  |  |  | visibility_entry_profile, |  |  |  | store_F,True,True,False,0.000445
hard_negative_search_entry_proves_performance,hard_negative_search_entry_proves_performance::03_paraphrased,paraphrased,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Does a higher search_entry_rate_pct prove better overall store performance?,Does a higher search_entry_rate_pct prove better overall merchant store performance?,0.667151,retail_ops/data/DATA_DICTIONARY.md:chunk:346,,,retail_ops/data/DATA_DICTIONARY.md:chunk:346 | retail_ops/data/DATA_DICTIONARY.md:chunk:378 | retail_ops/data/DATA_DICTIONARY.md:chunk:180 | retail_ops/data/DATA_DICTIONARY.md:chunk:377 | generated_demo2_retail_memory_facts.json:20, |  |  |  | visibility_entry_profile, |  |  |  | store_F,True,True,False,0.003994
hard_negative_search_entry_proves_performance,hard_negative_search_entry_proves_performance::04_typo_punctuation_noise,typo_punctuation_noise,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Does a higher search_entry_rate_pct prove better overall store performance?,Does a higher search_entry_rate_pct prvoe better overall store performance? ??,0.633026,retail_ops/data/DATA_DICTIONARY.md:chunk:346,,,retail_ops/data/DATA_DICTIONARY.md:chunk:346 | generated_demo2_retail_memory_facts.json:15 | retail_ops/data/DATA_DICTIONARY.md:chunk:180 | generated_demo2_retail_memory_facts.json:20 | generated_demo2_retail_memory_facts.json:5, | visibility_entry_profile |  | visibility_entry_profile | visibility_entry_profile, | store_E |  | store_F | store_C,True,True,False,-0.030131
hard_negative_search_entry_proves_performance,hard_negative_search_entry_proves_performance::05_keyword_order_changed,keyword_order_changed,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Does a higher search_entry_rate_pct prove better overall store performance?,prove better overall store performance? Does a higher search_entry_rate_pct,0.676683,retail_ops/data/DATA_DICTIONARY.md:chunk:346,,,retail_ops/data/DATA_DICTIONARY.md:chunk:346 | retail_ops/data/DATA_DICTIONARY.md:chunk:378 | retail_ops/data/DATA_DICTIONARY.md:chunk:180 | retail_ops/data/DATA_DICTIONARY.md:chunk:377 | retail_ops/data/DATA_DICTIONARY.md:L360, |  |  |  | visibility_entry_profile, |  |  |  | ,False,True,False,0.013526
hard_negative_order_conversion_causality,hard_negative_order_conversion_causality::01_original,original,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Does a higher order_conversion_rate_pct prove that an activity caused stronger transaction performance?,Does a higher order_conversion_rate_pct prove that an activity caused stronger transaction performance?,0.632802,retail_ops/data/DATA_DICTIONARY.md:chunk:216,,,retail_ops/data/DATA_DICTIONARY.md:chunk:216 | retail_ops/data/DATA_DICTIONARY.md:L262 | retail_ops/data/DATA_DICTIONARY.md:L211 | retail_ops/data/DATA_DICTIONARY.md:chunk:240 | retail_ops/data/DATA_DICTIONARY.md:chunk:102, | high_activity_involvement | activity_order_share_pct |  | , |  |  |  | ,False,True,False,0.0
hard_negative_order_conversion_causality,hard_negative_order_conversion_causality::02_shortened,shortened,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Does a higher order_conversion_rate_pct prove that an activity caused stronger transaction performance?,Does higher order_conversion_rate_pct prove that activity caused stronger transaction performance?,0.63793,retail_ops/data/DATA_DICTIONARY.md:L262,high_activity_involvement,,retail_ops/data/DATA_DICTIONARY.md:L262 | retail_ops/data/DATA_DICTIONARY.md:L211 | retail_ops/data/DATA_DICTIONARY.md:chunk:216 | retail_ops/data/DATA_DICTIONARY.md:chunk:240 | retail_ops/data/DATA_DICTIONARY.md:chunk:102,high_activity_involvement | activity_order_share_pct |  |  | , |  |  |  | ,False,True,True,0.005128
hard_negative_order_conversion_causality,hard_negative_order_conversion_causality::03_paraphrased,paraphrased,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Does a higher order_conversion_rate_pct prove that an activity caused stronger transaction performance?,What evidence is available for: Does a higher order_conversion_rate_pct prove that an activity caused stronger transaction performance?,0.639464,retail_ops/data/DATA_DICTIONARY.md:L262,high_activity_involvement,,retail_ops/data/DATA_DICTIONARY.md:L262 | retail_ops/data/DATA_DICTIONARY.md:L211 | retail_ops/data/DATA_DICTIONARY.md:chunk:216 | retail_ops/data/DATA_DICTIONARY.md:chunk:240 | retail_ops/data/DATA_DICTIONARY.md:chunk:102,high_activity_involvement | activity_order_share_pct |  |  | , |  |  |  | ,False,True,True,0.006662
hard_negative_order_conversion_causality,hard_negative_order_conversion_causality::04_typo_punctuation_noise,typo_punctuation_noise,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Does a higher order_conversion_rate_pct prove that an activity caused stronger transaction performance?,Does a higher order_conversion_rate_pct prove that an activity caused strogner transaction performance? ??,0.591211,retail_ops/data/DATA_DICTIONARY.md:chunk:216,,,retail_ops/data/DATA_DICTIONARY.md:chunk:216 | retail_ops/data/DATA_DICTIONARY.md:L262 | retail_ops/data/DATA_DICTIONARY.md:L211 | retail_ops/data/DATA_DICTIONARY.md:chunk:377 | retail_ops/data/DATA_DICTIONARY.md:chunk:102, | high_activity_involvement | activity_order_share_pct |  | , |  |  |  | ,False,True,False,-0.041591
hard_negative_order_conversion_causality,hard_negative_order_conversion_causality::05_keyword_order_changed,keyword_order_changed,hard_negative_boundary,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,Does a higher order_conversion_rate_pct prove that an activity caused stronger transaction performance?,an activity caused stronger transaction performance? Does a higher order_conversion_rate_pct prove that,0.648669,retail_ops/data/DATA_DICTIONARY.md:L262,high_activity_involvement,,retail_ops/data/DATA_DICTIONARY.md:L262 | retail_ops/data/DATA_DICTIONARY.md:L211 | retail_ops/data/DATA_DICTIONARY.md:chunk:216 | retail_ops/data/DATA_DICTIONARY.md:chunk:76 | retail_ops/data/DATA_DICTIONARY.md:chunk:240,high_activity_involvement | activity_order_share_pct |  |  | , |  |  |  | ,False,True,True,0.015867
mismatch_store_b_april,mismatch_store_b_april::01_original,original,entity_period_mismatch,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What was Store B's April 2026 order_conversion_rate_pct?,What was Store B's April 2026 order_conversion_rate_pct?,0.592547,generated_demo2_retail_memory_facts.json:2,transaction_conversion_profile,store_B,generated_demo2_retail_memory_facts.json:2 | generated_retail_memory_facts.json:2 | generated_demo2_retail_memory_facts.json:17 | generated_demo2_retail_memory_facts.json:12 | generated_demo2_retail_memory_facts.json:7,transaction_conversion_profile | transaction_conversion_profile | transaction_conversion_profile | transaction_conversion_profile | transaction_conversion_profile,store_B | store_A | store_E | store_D | store_C,False,True,False,0.0
mismatch_store_b_april,mismatch_store_b_april::02_paraphrased,paraphrased,entity_period_mismatch,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What was Store B's April 2026 order_conversion_rate_pct?,What was merchant store B's April 2026 order_conversion_rate_pct?,0.606263,generated_demo2_retail_memory_facts.json:2,transaction_conversion_profile,store_B,generated_demo2_retail_memory_facts.json:2 | generated_demo2_retail_memory_facts.json:17 | generated_retail_memory_facts.json:2 | generated_demo2_retail_memory_facts.json:12 | generated_demo2_retail_memory_facts.json:7,transaction_conversion_profile | transaction_conversion_profile | transaction_conversion_profile | transaction_conversion_profile | transaction_conversion_profile,store_B | store_E | store_A | store_D | store_C,False,True,False,0.013716
mismatch_store_b_april,mismatch_store_b_april::03_typo_punctuation_noise,typo_punctuation_noise,entity_period_mismatch,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What was Store B's April 2026 order_conversion_rate_pct?,What was Store B's Arpil 2026 order_conversion_rate_pct? ??,0.546058,generated_demo2_retail_memory_facts.json:2,transaction_conversion_profile,store_B,generated_demo2_retail_memory_facts.json:2 | generated_demo2_retail_memory_facts.json:17 | generated_demo2_retail_memory_facts.json:12 | retail_ops/data/DATA_DICTIONARY.md:L1119 | generated_retail_memory_facts.json:2,transaction_conversion_profile | transaction_conversion_profile | transaction_conversion_profile | order_conversion_rate_pct | transaction_conversion_profile,store_B | store_E | store_D |  | store_A,False,False,False,-0.046489
mismatch_store_b_april,mismatch_store_b_april::04_keyword_order_changed,keyword_order_changed,entity_period_mismatch,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What was Store B's April 2026 order_conversion_rate_pct?,B's April 2026 order_conversion_rate_pct? What was Store,0.603726,retail_ops/data/DATA_DICTIONARY.md:L1119,order_conversion_rate_pct,,retail_ops/data/DATA_DICTIONARY.md:L1119 | generated_demo2_retail_memory_facts.json:2 | generated_retail_memory_facts.json:2 | generated_demo2_retail_memory_facts.json:17 | generated_demo2_retail_memory_facts.json:12,order_conversion_rate_pct | transaction_conversion_profile | transaction_conversion_profile | transaction_conversion_profile | transaction_conversion_profile, | store_B | store_A | store_E | store_D,False,True,True,0.011179
mismatch_store_a_demo2_top3_sku,mismatch_store_a_demo2_top3_sku::01_original,original,entity_period_mismatch,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What was Store A's Demo 2 top3_sku_transaction_amount_share_pct?,What was Store A's Demo 2 top3_sku_transaction_amount_share_pct?,0.645256,retail_ops/data/DATA_DICTIONARY.md:chunk:333,,,retail_ops/data/DATA_DICTIONARY.md:chunk:333 | retail_ops/data/DATA_DICTIONARY.md:L264 | generated_demo2_retail_memory_facts.json:4 | generated_demo2_retail_memory_facts.json:24 | generated_demo2_retail_memory_facts.json:8, | top3_sku_amount_concentration | single_metric_attribution_guard | single_metric_attribution_guard | top3_sku_product_mix_note, |  | store_B | store_F | store_C,False,True,False,0.0
mismatch_store_a_demo2_top3_sku,mismatch_store_a_demo2_top3_sku::02_paraphrased,paraphrased,entity_period_mismatch,307,3e42fa1cc2457385a4cebba21bd2bbc1b92f9397cd4b6749161da70ad715a278,bge-m3,eval/retail_retrieval_corpus.py::load_retail_retrieval_documents,aa47fa938b7fe48ae090950f35de57c4527988c4,0.5802,retail_ops/outputs/retrieval_threshold_summary.md,summary_source,2cafa72199b3c71b147258b9c71887c2ac59c12977051ea2da4e48d2fbe1060b,What was Store A's Demo 2 top3_sku_transaction_amount_share_pct?,What was merchant store A's Demo 2 top3_sku_transaction_amount_share_pct?,0.666334,retail_ops/data/DATA_DICTIONARY.md:chunk:333,,,retail_ops/data/DATA_DICTIONARY.md:chunk:333 | retail_ops/data/DATA_DICTIONARY.md:L264 | generated_demo2_retail_memory_facts.json:13 | generated_demo2_retail_memory_facts.json:8 | generated_demo2_retail_memory_facts.json:4, | top3_sku_amount_concentration | top3_sku_product_mix_note | top3_sku_product_mix_note | single_metric_attribution_guard, |  | store_D | store_C | store_B,False,True,False,0.021078
